datetime,SanDiegoHum,SanDiegoPressure,SanDiegoTemp
2012-10-01,79.9090909090909,1013.0,291.5734950213636
2012-10-02,65.875,1012.7916666666666,295.2914715277083
2012-10-03,59.75,1010.6666666666666,297.87874999999997
2012-10-04,75.58333333333333,1013.0833333333334,296.08083333333326
2012-10-05,72.79166666666667,1017.875,293.894375
2012-10-06,70.0,1017.875,292.8147916666666
2012-10-07,72.41666666666667,1014.6666666666666,292.38208333333336
2012-10-08,72.83333333333333,1013.5,293.69166666666666
2012-10-09,68.95833333333333,1014.5,293.3520833333334
2012-10-10,65.08333333333333,1015.25,292.77083333333337
2012-10-11,64.08333333333333,1012.6666666666666,292.73895833333324
2012-10-12,67.04166666666667,1014.125,290.2879166666667
2012-10-13,66.875,1016.7916666666666,290.3129166666666
2012-10-14,66.375,1020.9583333333334,290.4129166666667
2012-10-15,66.56521739130434,1017.3478260869565,292.9145833333333
2012-10-16,54.625,1013.5416666666666,295.64333333333343
2012-10-17,75.0909090909091,1011.0,293.74499999999995
2012-10-18,53.541666666666664,1007.5416666666666,296.3929166666666
2012-10-19,60.083333333333336,1013.5,296.69916666666666
2012-10-20,73.70833333333333,1015.8333333333334,293.00875
2012-10-21,80.58333333333333,1012.5416666666666,292.4060416666667
2012-10-22,85.0,1012.375,291.1360416666667
2012-10-23,72.73913043478261,1014.4782608695652,291.0820833333334
2012-10-24,64.66666666666667,1015.8333333333334,289.81333333333333
2012-10-25,58.875,1016.4166666666666,289.3064583333333
2012-10-26,60.875,1017.625,289.5308333333333
2012-10-27,49.30434782608695,1014.75,292.7141666666667
2012-10-28,24.0,1012.375,294.30208333333337
2012-10-29,40.916666666666664,1013.4583333333334,292.92333333333335
2012-10-30,46.25,1017.0,291.7879166666666
2012-10-31,83.83333333333333,1017.8333333333334,289.8616666666667
2012-11-01,77.70833333333333,1016.9166666666666,289.5991666666667
2012-11-02,70.5,1016.375,290.15625
2012-11-03,63.083333333333336,1015.875,289.8854166666667
2012-11-04,72.41666666666667,1016.2083333333334,288.8879166666666
2012-11-05,63.54545454545455,1017.047619047619,291.77270833333336
2012-11-06,20.083333333333332,1013.4583333333334,299.25916666666666
2012-11-07,72.29166666666667,1017.9583333333334,291.7454166666667
2012-11-08,85.08333333333333,1017.8333333333334,289.67625
2012-11-09,75.875,1015.9166666666666,289.7383333333334
2012-11-10,63.666666666666664,1013.6666666666666,288.6445833333334
2012-11-11,58.166666666666664,1016.75,286.6766666666666
2012-11-12,47.82608695652174,1018.0909090909091,286.3297916666667
2012-11-13,45.09090909090909,1023.4545454545455,285.6170833333333
2012-11-14,36.23809523809524,1019.2173913043479,287.75833333333327
2012-11-15,48.17391304347826,1017.5416666666666,288.46000000000004
2012-11-16,54.208333333333336,1013.75,290.28416666666664
2012-11-17,47.958333333333336,1016.25,290.90583333333336
2012-11-18,68.91666666666667,1018.75,290.0004166666667
2012-11-19,77.04166666666667,1019.7083333333334,289.84208333333333
2012-11-20,75.58333333333333,1022.3333333333334,287.79375
2012-11-21,79.04166666666667,1021.1666666666666,287.68541666666664
2012-11-22,78.625,1019.0,287.0391666666667
2012-11-23,80.45833333333333,1018.625,287.2779166666666
2012-11-24,81.16666666666667,1019.9166666666666,287.5391666666667
2012-11-25,79.58333333333333,1017.9583333333334,288.59541666666667
2012-11-26,84.95652173913044,1014.7727272727273,287.4172916666666
2012-11-27,77.25,1016.3333333333334,287.72125
2012-11-28,79.375,1019.6666666666666,286.56874999999997
2012-11-29,71.16666666666667,1020.9166666666666,288.4820833333334
